UserID,LengthOfScreenName,LengthOfDescriptionInUserProfile,NumberOfFollowings,NumberOfFollowers,NumberOfTweets,AccountAge(hours),FollowingsOnFollowersRatio,ReputationScore,TweetsOnLifetimeRatio,AverageTweetsPerDay,LinksOnTweetsRatio,AverageNumberOfLinksPerTweet,AtSignsOnTweetsRatio,ConsecutiveTweetsAverageTimeDiff,ConsecutiveTweetsMaxTimeDiff,AvgLengthOfTweet,TotalPunctuations
1783541,11,121,274,359,4227,23423.081666666665,0.7632311977715878,0.5671406003159558,0.18046301764022085,5.2631578947368425,0.007097232079488999,0.15,0.02507688668086113,265.36934673366835,1690.5333333333333,67.77,592.0
1784651,5,0,171,564,2664,23510.0925,0.30319148936170215,0.7673469387755102,0.11331303779430048,5.555555555555555,0.010135135135135136,0.155,0.02364864864864865,280.98358458961474,4037.0666666666666,41.66,332.0
1834241,8,26,162,209,3985,23326.25,0.7751196172248804,0.5633423180592992,0.17083757569262098,16.416666666666668,0.011543287327478042,0.23857868020304568,0.037892095357590964,88.83537414965987,2358.35,82.96446700507614,735.0
1916331,10,24,106,414,7051,23418.136388888888,0.2560386473429952,0.7961538461538461,0.301091422601222,10.526315789473685,0.0041128917883988085,0.155,0.00680754502907389,129.93802345058626,2108.2166666666667,54.085,577.0
1917731,7,86,22332,20503,6924,23453.971944444445,1.0892064575915719,0.47865063616201703,0.29521652095435763,10.526315789473685,0.028885037550548817,1.0,0.0,130.84924623115577,981.9833333333333,138.495,1743.0
1919751,10,78,113,94,1917,23199.030555555557,1.202127659574468,0.45410628019323673,0.08263276327040006,8.0,0.004173187271778821,0.04,0.040166927490871154,217.47713567839193,4993.15,59.495,554.0
1925191,7,100,306,334,1568,23320.583333333332,0.9161676646706587,0.521875,0.06723674007582715,5.405405405405405,0.07461734693877552,0.59,0.04783163265306122,294.3267169179229,3012.25,88.79,946.0
1937751,10,29,642,1874,7391,23311.992222222223,0.3425827107790822,0.7448330683624801,0.31704712019226344,11.764705882352942,0.002029495332160736,0.075,0.015424164524421594,117.99028475711893,1809.3333333333333,106.67,787.0
2020351,6,132,791,6477,8073,23341.290833333333,0.12212444032731203,0.8911667583929554,0.3458677610267841,19.22222222222222,0.017465626161278336,0.8786127167630058,0.013873405177753003,67.17635658914729,852.5333333333333,107.19653179190752,1182.0
2063921,8,111,314,1294,20130,23366.963333333333,0.2426584234930448,0.804726368159204,0.8614726574798123,39.8,0.001987083954297069,0.20100502512562815,0.008296075509190263,28.678956228956228,696.7333333333333,99.70854271356784,865.0
2149371,7,12,37,51,1942,23530.62,0.7254901960784313,0.5795454545454546,0.08253076204536898,5.555555555555555,0.016477857878475798,0.16,0.04891864057672503,264.2863484087102,2794.866666666667,40.18,219.0
2162791,6,160,253,2280,28758,23138.229722222222,0.11096491228070175,0.9001184366363996,1.2428781434553953,20.0,0.0018429654357048474,0.27,0.004972529383128173,77.80896147403685,2312.516666666667,74.295,931.0
2192201,9,75,204,8338,3348,23152.033333333333,0.024466298872631326,0.9761180051510185,0.1446093287702592,4.627906976744186,0.005675029868578256,0.11055276381909548,0.011947431302270013,438.44654882154884,20854.55,90.93969849246231,681.0
2204991,6,27,31,50,1013,23250.619166666667,0.62,0.6172839506172839,0.043568732201862866,6.451612903225806,0.0315893385982231,0.16,0.09772951628825272,237.9855108877722,3980.616666666667,66.65,417.0
2212031,5,16,46,77,2055,23347.161944444444,0.5974025974025974,0.6260162601626016,0.08801926353575476,5.128205128205129,0.00827250608272506,0.085,0.0340632603406326,275.3962311557789,1957.8166666666666,68.925,437.0
2269011,5,24,104,94,656,23345.859444444446,1.1063829787234043,0.47474747474747475,0.02809920112648098,3.508771929824561,0.11890243902439024,0.4,0.1173780487804878,709.2290619765495,11740.866666666667,56.965,1259.0
2276201,12,140,295,442,8721,23360.904444444444,0.667420814479638,0.5997286295793759,0.37331602553059445,21.666666666666668,0.0032106409815388145,0.14358974358974358,0.016855865153078776,62.64089347079038,751.65,94.77435897435898,694.0
2300251,7,42,506,1041,5421,23132.937777777777,0.4860710854947166,0.6729153199741436,0.23434118277910995,10.526315789473685,0.010883600811658366,0.3,0.01733997417450655,127.4353433835846,1466.8833333333334,72.46,736.0
2304641,11,43,91,89,420,23274.692222222224,1.0224719101123596,0.49444444444444446,0.018045351405291288,2.5,0.0761904761904762,0.16,0.2642857142857143,765.8536850921273,10369.65,86.855,737.0
2394771,11,160,229,129,2380,23133.93,1.7751937984496124,0.36033519553072624,0.10287919086813178,22.22222222222222,0.007142857142857143,0.085,0.046638655462184875,58.18886097152429,796.65,96.125,838.0
2400461,8,0,35,52,330,23318.434166666666,0.6730769230769231,0.5977011494252874,0.014151893632366182,2.0202020202020203,0.1303030303030303,0.215,0.14545454545454545,1121.188190954774,8029.45,100.315,1066.0
2505051,10,44,90,81,214,23254.906944444443,1.1111111111111112,0.47368421052631576,0.009202358904778342,1.5037593984962405,0.22429906542056074,0.26,0.09813084112149532,6801.68701842546,619959.2833333333,66.3,552.0
2558991,12,155,1114,1929,11672,23328.489444444444,0.5775012960082945,0.6339139007558331,0.5003324380601774,13.333333333333334,0.004026730637422892,0.245,0.012165867032213845,104.37102177554438,1675.0833333333333,87.92,763.0
2681441,8,83,467,834,12830,23191.194166666668,0.5599520383693045,0.6410453497309762,0.5532272252905763,66.66666666666667,0.003897116134060795,0.25,0.007092751363990647,15.88534338358459,551.3833333333333,73.73,736.0
2711581,8,36,399,496,5744,23222.255555555555,0.8044354838709677,0.5541899441340782,0.24734892725034366,13.333333333333334,0.00383008356545961,0.11,0.013057103064066853,101.48643216080401,1564.3666666666666,87.125,675.0
2714811,9,40,7,131,9089,23150.870277777776,0.05343511450381679,0.9492753623188406,0.39259863197127476,25.0,0.0004400924194080757,0.02,0.011442402904609968,51.38760469011725,1186.35,62.745,429.0
2728891,3,0,0,136,3210,23190.72527777778,0.0,1.0,0.13841740443865902,28.571428571428573,0.06230529595015576,1.0,0.0,43.421775544388616,538.5,70.915,989.0
2809821,7,107,1532,1568,4035,23093.950277777778,0.9770408163265306,0.5058064516129033,0.1747210828579072,18.181818181818183,0.028500619578686492,0.62,0.03246592317224287,73.14087102177554,1097.9833333333333,100.765,1254.0
2846581,5,104,263,260,10707,23027.361666666668,1.0115384615384615,0.497131931166348,0.46496859496930354,50.0,0.006817969552629121,0.37,0.01606425702811245,21.639447236180903,1089.65,125.59,1145.0
2871341,12,28,76,83,2955,23116.96416666667,0.9156626506024096,0.5220125786163522,0.12782820350870033,4.020408163265306,0.007445008460236886,0.1116751269035533,0.026057529610829102,404.8527210884354,3818.5666666666666,102.08629441624366,836.0
2889981,7,0,308,454,10846,23124.96138888889,0.6784140969162996,0.5958005249343832,0.46901699931967455,17.818181818181817,0.005070993914807302,0.29081632653061223,0.007375991148810621,89.9951282051282,3770.0666666666666,55.255102040816325,684.0
2899671,12,153,332,527,22150,23111.061944444446,0.6299810246679317,0.6135040745052387,0.9584155004752835,100.0,0.001309255079006772,0.155,0.005011286681715576,9.669262981574539,548.55,62.21,531.0
2933131,12,49,149,1123,14585,23042.685555555556,0.13268032056990206,0.8828616352201258,0.6329557362068667,22.22222222222222,0.009667466575248543,0.955,0.0035653068220774767,58.384673366834164,642.2666666666667,81.755,1502.0
2986671,5,37,129,2005,6912,23198.498333333333,0.06433915211970075,0.9395501405810684,0.2979503199165406,10.0,0.0026041666666666665,0.09,0.01750578703703704,138.3253768844221,2882.0833333333335,82.495,1035.0
3038091,8,0,92,42,948,23064.382777777777,2.1904761904761907,0.31343283582089554,0.041102335541941544,4.651162790697675,0.013713080168776372,0.075,0.06962025316455696,347.68408710217756,3267.85,37.105,113.0
3053791,6,131,299,539,11934,23013.695277777777,0.5547309833024119,0.6431980906921241,0.5185607898234219,33.333333333333336,0.0017596782302664656,0.105,0.009133567957097369,32.92177554438861,784.4833333333333,58.54,349.0
3111701,13,75,290,685,6453,22967.57277777778,0.4233576642335766,0.7025641025641025,0.2809613389466903,7.407407407407407,0.007748334108166744,0.26,0.015496668216333487,219.23383584589615,3432.9,96.5,826.0
3132381,6,0,31,116,160,23080.06777777778,0.2672413793103448,0.7891156462585034,0.006932388654163879,6.153846153846154,0.09375,0.09375,0.44375,8709.352725366876,874755.0833333334,85.13125,518.0
3242681,10,0,45,161,4862,23246.84972222222,0.2795031055900621,0.7815533980582524,0.2091466180620722,6.633333333333334,0.011723570547099958,0.2864321608040201,0.012751953928424516,224.3377946127946,3332.2,77.41206030150754,927.0
3253691,10,0,36,48,255,23081.849444444444,0.75,0.5714285714285714,0.01104764159448132,5.405405405405405,0.7725490196078432,0.985,0.00392156862745098,268.0396147403685,2910.8333333333335,62.895,1211.0
3262371,15,37,285,351,1869,23258.466666666667,0.811965811965812,0.5518867924528302,0.0803578338497522,20.0,0.027822364901016586,0.26,0.060460139111824504,68.32345058626466,982.1666666666666,89.945,924.0
3279441,7,71,4581,5719,50419,23233.294444444444,0.8010141633152649,0.5552427184466019,2.170118410049945,66.66666666666667,0.0005950137844860072,0.15,0.0026378944445546323,14.583417085427135,476.8833333333333,36.18,397.0
3297261,7,160,508,936,19759,23052.455,0.5427350427350427,0.6481994459833795,0.8571321362518655,66.33333333333333,0.0007591477301482868,0.07537688442211055,0.008806113669720127,12.933922558922559,761.2,80.73869346733669,735.0
3362741,7,49,416,13134,8013,23131.43888888889,0.03167351911070504,0.9692988929889299,0.34641165378817046,40.0,0.0023711468863097467,0.095,0.016098839385997755,25.96532663316583,654.15,86.985,792.0
3366641,4,91,3776,5710,7385,22931.581944444446,0.6612959719789843,0.6019397006114273,0.3220449429913464,9.523809523809524,0.013947190250507786,0.555,0.016384563303994584,141.51666666666665,1407.7833333333333,90.48,990.0
3374861,6,0,206,180,1462,23214.448333333334,1.1444444444444444,0.46632124352331605,0.06297802036935475,54.666666666666664,0.032147742818057455,0.3902439024390244,0.036935704514363885,12.799591002044991,441.31666666666666,128.90243902439025,918.0
3397081,8,100,189,269,12532,23170.617777777778,0.7026022304832714,0.5873362445414847,0.5408573962157821,13.333333333333334,0.0017555059048834983,0.115,0.01013405681455474,101.73944723618091,1180.7,92.975,861.0
3398061,9,40,501,849,22207,23203.183333333334,0.5901060070671378,0.6288888888888889,0.9570669541751096,33.166666666666664,0.0005403701535551853,0.06030150753768844,0.003917683613275094,35.864983164983165,1057.0,65.21608040201005,690.0
3407301,6,72,93,1577,2534,23112.876666666667,0.05897273303741281,0.944311377245509,0.10963585522240632,2.7027027027027026,0.018942383583267563,0.24,0.04459352801894238,644.6155778894472,4507.116666666667,80.625,829.0
3447831,11,78,895,1074,20537,23186.855833333335,0.8333333333333334,0.5454545454545454,0.8857173282837291,66.66666666666667,0.005356186395286556,0.55,0.005745727224034669,15.7500837520938,462.35,97.27,1208.0
3459631,10,140,154,649,14132,22884.63888888889,0.23728813559322035,0.8082191780821918,0.6175321388558798,25.0,0.0019105575997735635,0.14,0.011463345598641381,47.255862646566165,1119.3833333333334,63.97,711.0
3468931,10,71,157,123,4158,23209.48972222222,1.2764227642276422,0.4392857142857143,0.17915085810864984,50.0,0.0036075036075036075,0.075,0.02958152958152958,20.867755443886097,1108.7833333333333,87.98,565.0
3488401,8,39,307,333,8947,22924.55722222222,0.9219219219219219,0.5203125,0.39028016608002825,7.407407407407407,0.006147311948139041,0.28,0.006817927797026936,188.43400335008377,1094.3333333333333,40.14,428.0
3489451,12,154,687,782,476,22990.855277777777,0.8785166240409207,0.5323349217154527,0.02070388396816565,3.125,0.23109243697478993,0.55,0.2815126050420168,1067.7433835845895,15286.15,86.665,870.0
3490891,7,37,296,608,18918,23041.285555555554,0.4868421052631579,0.672566371681416,0.8210479382492017,28.571428571428573,0.0005814568136166614,0.055,0.0050216724812348025,40.561641541038526,1282.7333333333333,46.405,128.0
3491311,9,0,678,578,3950,23103.543333333335,1.1730103806228374,0.4601910828025478,0.17096944581228016,19.1,0.023544303797468354,0.5078534031413613,0.018734177215189874,67.51587719298246,1082.1666666666667,67.81151832460733,661.0
3550071,10,24,126,110,3985,23006.306944444445,1.1454545454545455,0.4661016949152542,0.17321337186463542,33.333333333333336,0.0035131744040150566,0.07,0.04040150564617315,36.44564489112228,889.95,72.785,749.0
3557911,6,8,463,1355,86126,23125.902222222223,0.3416974169741697,0.7453245324532454,3.724222266979902,65.66666666666667,5.80544783224578e-05,0.025380710659898477,0.0001393307479738987,12.470408163265304,471.46666666666664,19.604060913705585,34.0
3602891,10,67,960,2604,26638,22938.889722222222,0.3686635944700461,0.7306397306397306,1.16125934265224,66.66666666666667,0.00026278249117801637,0.035,0.006456941211802688,16.47705192629816,600.6833333333333,60.91,289.0
3605471,12,17,271,737,22191,22845.700277777778,0.3677069199457259,0.7311507936507936,0.9713425165428345,28.571428571428573,0.0016222793024199,0.185,0.0019827858140687668,38.790871021775544,926.9166666666666,70.54,768.0
3647561,7,53,47,48,387,23072.9575,0.9791666666666666,0.5052631578947369,0.016772882280045805,8.761904761904763,0.21705426356589147,0.5163043478260869,0.2713178294573643,205.63979963570128,7257.966666666666,90.625,942.0
3655401,6,71,67,52,1497,23212.66611111111,1.2884615384615385,0.4369747899159664,0.06449065319917893,5.714285714285714,0.05678022712090848,0.425,0.050100200400801605,282.45217755443883,3079.8166666666666,59.605,464.0
3671881,11,0,44,87,655,23042.10388888889,0.5057471264367817,0.6641221374045801,0.028426223714573515,2.9411764705882355,0.0015267175572519084,0.005,0.1267175572519084,626.7938860971525,8326.35,64.88,309.0
3720101,5,32,1371,923,1306,22812.145833333332,1.485373781148429,0.4023539668700959,0.05725020388444387,3.109375,0.09877488514548238,0.6683417085427136,0.006891271056661562,624.7029461279461,4322.833333333333,92.90452261306532,1179.0
3763171,7,9,521,519,12021,22793.406666666666,1.0038535645472062,0.49903846153846154,0.5273893532369448,4.545454545454546,0.0005823142833374927,0.04,0.0026620081523999668,331.81465661641545,3701.0833333333335,21.485,39.0
3765871,7,21,77,1889,4596,23189.898055555557,0.04076230809952356,0.9608341810783316,0.1981897457672931,16.583333333333332,0.004351610095735422,0.11055276381909548,0.026544821583986074,79.39848484848484,1185.6833333333334,35.63819095477387,207.0
3789291,10,59,1344,5874,30783,22874.317222222224,0.22880490296220635,0.8137988362427265,1.3457450861131957,25.0,0.001364389435727512,0.26,0.0018516713770587662,50.7035175879397,917.0333333333333,51.375,352.0
3817911,6,129,633,1296,102623,23078.919444444444,0.48842592592592593,0.671850699844479,4.446611993556891,100.0,0.0002436101068961149,0.135,0.0007600635335158786,7.246482412060301,362.6,49.68,211.0
3828311,6,32,304,336,2216,22924.350833333334,0.9047619047619048,0.525,0.09666576890708756,4.444444444444445,0.013989169675090252,0.16,0.06453068592057762,565.8238693467337,14888.6,104.865,800.0
3833041,8,19,181,370,4735,22825.35638888889,0.4891891891891892,0.6715063520871143,0.2074447346769552,11.764705882352942,0.008236536430834213,0.2,0.023231256599788808,122.39053601340034,2558.5666666666666,54.955,267.0
3833671,8,39,251,513,17210,23170.57638888889,0.48927875243664715,0.6714659685863874,0.7427523472507487,18.181818181818183,0.00046484601975595586,0.04,0.0028471818710052296,70.8321608040201,1354.8,20.21,64.0
3836781,5,74,661,705,4437,22784.299722222222,0.9375886524822695,0.5161054172767203,0.19473936237208372,33.333333333333336,0.001126887536623845,0.025,0.023213883254451204,34.67939698492462,525.7666666666667,21.37,59.0
3841961,14,110,278,1487,48258,22861.04388888889,0.18695359784801613,0.8424929178470255,2.1109272277568545,40.0,0.0003522731982262008,0.085,0.002424468481909735,29.47939698492462,686.85,69.005,667.0
3846181,7,6,33,34,281,23019.456944444446,0.9705882352941176,0.5074626865671642,0.012207064687849512,2.816901408450704,0.33807829181494664,0.49,0.18861209964412812,992.6634003350083,39166.15,42.14,587.0
3853071,6,35,1436,1645,34044,23050.036666666667,0.8729483282674773,0.533917559234015,1.4769607741766426,100.0,0.00020561626130889438,0.035,0.0014686875807778169,9.822780569514238,591.2333333333333,31.11,78.0
3895231,4,12,166,502,17612,22871.364444444444,0.33067729083665337,0.7514970059880239,0.77004588173042,22.22222222222222,0.0005677946854417443,0.05,0.006813536225300931,54.32060301507537,1285.3333333333333,32.245,73.0
3916251,7,93,950,1003,6705,22789.128333333334,0.9471585244267199,0.5135688684075781,0.2942192391883937,16.666666666666668,0.008053691275167786,0.27,0.017002237136465325,79.94262981574539,922.35,61.685,354.0
3925681,13,0,357,473,1733,22840.558333333334,0.7547568710359408,0.5698795180722892,0.07587380197579817,3.278688524590164,0.020196191575302943,0.175,0.061165608770917486,709.2698492462312,14051.166666666666,107.945,793.0
3935601,10,60,654,2115,1498,22903.463055555556,0.30921985815602837,0.7638136511375948,0.06540495628833035,4.545454545454546,0.04606141522029372,0.345,0.08477970627503338,354.96850921273034,4227.916666666667,114.87,1069.0
3975731,3,135,212,527,12591,22905.43472222222,0.40227703984819735,0.713125845737483,0.5496948716622505,14.285714285714286,0.00921292987054245,0.61,0.00412993407989834,96.10820770519263,1525.3,57.855,694.0
3989301,6,0,681,683,6707,22826.92111111111,0.9970717423133236,0.500733137829912,0.2938197388668127,20.0,0.0025346652750857313,0.085,0.01953183241389593,68.6075376884422,3080.0333333333333,56.705,315.0
3996841,7,0,166,281,2977,22966.27111111111,0.5907473309608541,0.6286353467561522,0.12962487404233958,9.090909090909092,0.015115888478333893,0.24,0.05005038629492778,150.24757118927974,2274.5833333333335,97.575,1057.0
4007851,8,42,212,176,1039,22831.268333333333,1.2045454545454546,0.4536082474226804,0.04550776526431843,4.081632653061225,0.1039461020211742,0.54,0.0038498556304138597,499.55762144053597,8326.466666666667,65.42,907.0
4033821,6,46,183,195,9584,23128.80638888889,0.9384615384615385,0.5158730158730159,0.4143750368633016,16.666666666666668,0.000521702838063439,0.025,0.00813856427378965,77.9110552763819,936.4666666666667,31.965,48.0
4053431,6,91,1523,1361,16831,22962.529166666667,1.1190301249081558,0.4719140083217753,0.7329767499841681,100.0,0.00035648505733468005,0.03,0.007486186204028281,6.3123953098827466,607.9333333333333,50.515,60.0
4053671,13,118,1916,1279,846,22799.225555555557,1.4980453479280689,0.4003129890453834,0.03710652355004456,2.898550724637681,0.23286052009456265,0.985,0.013002364066193853,1514.6900335008374,126873.76666666666,117.955,1411.0
4089361,14,22,41,216,554,22979.74861111111,0.18981481481481483,0.8404669260700389,0.024108183660987974,3.5357142857142856,0.30866425992779783,0.8787878787878788,0.04332129963898917,539.2773265651438,4253.183333333333,111.24747474747475,1295.0
4116961,9,75,922,964,9291,22975.69638888889,0.9564315352697096,0.5111346765641569,0.40438382553197183,25.0,0.003767086427725756,0.18,0.003982348509310085,56.74815745393635,2718.866666666667,41.055,227.0
4122211,3,27,98,76,801,22735.4575,1.2894736842105263,0.4367816091954023,0.0352313121475563,11.764705882352942,0.0686641697877653,0.285,0.0986267166042447,116.51072026800671,951.2666666666667,44.2,302.0
4122711,6,0,264,318,2519,23062.88888888889,0.8301886792452831,0.5463917525773195,0.10922309048688128,12.5,0.0059547439460103215,0.075,0.06153235410877332,115.19556113902848,1613.75,55.33,143.0
4125691,6,32,2503,2399,26416,22827.641111111112,1.043351396415173,0.4893920848633211,1.1571935913756017,18.181818181818183,0.0003028467595396729,0.04,0.0021199273167777106,67.9571189279732,1362.0666666666666,26.22,101.0
4128651,8,63,77,71,1909,22920.713333333333,1.0845070422535212,0.4797297297297297,0.08328711119229273,40.0,0.003666841278156103,0.035,0.030382399161864852,28.746482412060303,1022.1833333333333,35.14,53.0
4148811,11,159,1830,2198,8232,22893.534166666668,0.8325750682438581,0.5456802383316782,0.3595775095304384,18.181818181818183,0.007410106899902819,0.315,0.01639941690962099,67.61834170854272,1004.5666666666667,104.725,1288.0
4183941,7,18,83,128,3282,22984.895277777778,0.6484375,0.6066350710900474,0.1427894258527729,6.827586206896552,0.010054844606946984,0.16666666666666666,0.039609993906154786,224.73138747884943,2753.75,99.91414141414141,1306.0
4202781,4,7,375,4329,10867,22882.31777777778,0.08662508662508663,0.920280612244898,0.47490818480606517,20.0,0.004048955553510629,0.24,0.012606975246158093,112.98752093802345,8511.3,81.085,540.0
4209621,9,47,129,202,2066,23002.433055555557,0.6386138613861386,0.6102719033232629,0.08981658570683325,6.5,0.007744433688286544,0.08205128205128205,0.061955469506292354,218.93676975945016,1690.0666666666666,90.65128205128205,624.0
4278021,5,18,321,168,1574,22757.43611111111,1.9107142857142858,0.34355828220858897,0.06916420603424253,10.0,0.04510800508259212,0.355,0.023506988564167726,136.12596314907873,1225.3333333333333,43.765,472.0
4278261,6,39,935,893,50086,22834.242777777778,1.0470324748040314,0.4885120350109409,2.193460080434266,66.66666666666667,0.0004791758175937388,0.12,0.002116359861039013,16.50460636515913,575.95,32.91,190.0
4285561,8,61,156,510,5855,22747.533055555556,0.3058823529411765,0.7657657657657657,0.2573905480519811,18.181818181818183,0.0022203245089666953,0.065,0.007514944491887276,76.67026800670017,1120.5,25.57,135.0
4324361,15,146,1066,1430,4327,22872.856944444444,0.7454545454545455,0.5729166666666666,0.18917619300946045,9.9,0.020799630228795933,0.4797979797979798,0.0362837993991218,211.84991539763115,5377.383333333333,101.57070707070707,1138.0
4395531,5,23,88,715,16706,22927.450277777778,0.12307692307692308,0.8904109589041096,0.7286462209097947,40.0,0.002933077936070873,0.29,0.01011612594277505,35.29706867671692,1358.8333333333333,103.06,867.0
4449901,7,15,112,927,131,23001.31527777778,0.12081984897518878,0.8922040423484119,0.005695326481027926,2.62,0.1984732824427481,0.1984732824427481,0.37404580152671757,10615.959743589745,907601.15,57.9236641221374,171.0
4460521,5,27,147,164,11524,22748.020833333332,0.8963414634146342,0.5273311897106109,0.5065935223302394,14.285714285714286,0.002516487330787921,0.145,0.004772648385977091,97.78785594639865,1546.7166666666667,28.57,172.0
4472691,6,60,202,305,1098,23062.889166666668,0.6622950819672131,0.6015779092702169,0.047608952723363254,17.90909090909091,0.03825136612021858,0.22842639593908629,0.12386156648451731,71.95671768707483,796.3833333333333,81.56345177664974,312.0
4518221,3,0,124,69,113,22979.146666666667,1.7971014492753623,0.35751295336787564,0.0049175020134197035,1.2988505747126438,0.13274336283185842,0.13274336283185842,0.4424778761061947,12310.197619047618,487430.9166666667,97.0,525.0
4582231,9,47,80,4274,650,23005.36111111111,0.018717828731867104,0.9816260909508497,0.028254283723721404,2.0202020202020203,0.07076923076923076,0.23,0.11692307692307692,824.4891959798995,4682.2,95.425,800.0
4591161,8,139,505,1459,4153,22991.0625,0.3461274845784784,0.7428716904276986,0.180635409955499,16.416666666666668,0.019985552612569228,0.4263959390862944,0.02335660967974958,81.24243197278912,851.7833333333333,94.42639593908629,754.0
4666751,6,72,1979,1886,7615,22707.403611111113,1.0493107104984094,0.4879689521345407,0.33535317953629246,20.0,0.009980302035456336,0.38,0.004464871963230466,59.434338358458966,773.9666666666667,42.625,413.0
4685731,8,108,733,488,3132,22771.612777777777,1.5020491803278688,0.39967239967239965,0.1375396653089252,5.2631578947368425,0.01181353767560664,0.185,0.0280970625798212,411.14991624790616,17267.466666666667,93.265,752.0
4734821,4,0,69,102,1761,22964.270555555555,0.6764705882352942,0.5964912280701754,0.07668434299882328,18.181818181818183,0.022146507666098807,0.195,0.0704145371947757,66.82772194304857,738.1166666666667,58.89,245.0
4751011,11,28,227,982,11479,22681.67388888889,0.23116089613034624,0.8122415219189413,0.50609139590986,14.214285714285714,0.003571739698580016,0.21105527638190955,0.007230594999564422,95.46363636363635,786.45,92.03517587939699,869.0
4757711,10,50,6,59,13386,22703.68,0.1016949152542373,0.9076923076923077,0.5895960478653681,33.333333333333336,0.014940983116689078,1.0,0.0,37.167001675041874,123.73333333333333,35.215,997.0
4795431,11,99,392,602,4157,22707.89888888889,0.6511627906976745,0.6056338028169014,0.18306405274836085,6.896551724137931,0.005292278085157566,0.11,0.0360837142169834,222.279229480737,2577.3,61.905,704.0
4824301,14,96,320,949,30260,22728.58916666667,0.33719704952581664,0.747832939322301,1.3313628830239388,50.0,0.00016523463317911433,0.025,0.0050561797752808986,22.577973199329982,425.68333333333334,76.795,792.0
4846681,3,0,31,59,1336,22722.875,0.5254237288135594,0.6555555555555556,0.0587953769054312,6.896551724137931,0.02619760479041916,0.18,0.06062874251497006,203.03760469011723,2263.55,54.095,330.0
4880631,15,53,776,677,4567,22955.726666666666,1.1462333825701625,0.46593255333792155,0.19894817821783906,20.0,0.004379242391066345,0.1,0.031749507335231006,69.05703517587939,896.4666666666667,95.59,236.0
4886711,7,9,304,253,10169,22838.396666666667,1.2015810276679841,0.4542190305206463,0.4452589272539418,40.0,0.0013767332087717573,0.07,0.008948765857016422,26.982244556113905,580.4,42.82,117.0
4954951,7,74,720,665,10463,22714.1825,1.0827067669172932,0.48014440433212996,0.4606373132733261,33.333333333333336,0.0023893720730192108,0.125,0.012615884545541432,35.380820770519264,1255.95,66.695,478.0
4964701,5,86,165,122,1933,22713.721944444445,1.3524590163934427,0.4250871080139373,0.0851027411856115,100.0,0.005690636316606311,0.055,0.07294361096740817,7.499246231155778,307.3666666666667,37.47,78.0
4982241,8,24,64,85,700,22774.05222222222,0.7529411764705882,0.5704697986577181,0.030736734647379155,5.714285714285714,0.055714285714285716,0.2,0.09857142857142857,294.8977386934673,5070.2,42.78,398.0
5023711,12,132,240,315,2131,22723.81638888889,0.7619047619047619,0.5675675675675675,0.09377826169384033,39.8,0.004692632566870014,0.05025125628140704,0.09197559831065227,28.642171717171717,488.48333333333335,108.89949748743719,776.0
5045711,7,39,379,283,4694,22595.338333333333,1.3392226148409894,0.42749244712990936,0.20774196565471506,40.0,0.00489987217724755,0.115,0.008095440988495952,28.3928810720268,542.5333333333333,26.51,154.0
5091661,12,159,1119,3950,7559,22704.28888888889,0.2832911392405063,0.7792463996843559,0.332932691131289,18.181818181818183,0.007143802090223575,0.28,0.016668871543855008,76.87219430485762,2269.6666666666665,85.045,820.0
5118831,10,0,12,18,657,22728.195555555554,0.6666666666666666,0.6,0.028906826254379292,8.333333333333334,0.0350076103500761,0.115,0.1750380517503805,166.23626465661644,2195.55,36.275,177.0
5134611,5,12,8,4,646,22691.959166666667,2.0,0.3333333333333333,0.028468233846857132,22.22222222222222,0.021671826625386997,0.07,0.18111455108359134,58.493048576214406,661.4333333333333,35.77,93.0
5139931,6,141,416,876,7646,22892.19777777778,0.4748858447488584,0.6780185758513931,0.3340002595741256,11.0,0.010724561862411719,0.41414141414141414,0.0014386607376405964,123.4065143824027,1223.25,85.35353535353535,804.0
5141351,7,8,47,77,5693,22734.996666666666,0.6103896103896104,0.6209677419354839,0.2504068983808956,40.0,0.005972246618654488,0.175,0.001756543123133673,32.52345058626466,688.6,46.64,241.0
5187721,3,108,929,921,58400,22821.384166666667,1.008686210640608,0.49783783783783786,2.5590034142319955,14.214285714285714,0.0006335616438356165,0.19095477386934673,0.0022945205479452057,115.01473063973064,3560.883333333333,57.824120603015075,316.0
5191161,6,34,206,241,1207,22628.27388888889,0.8547717842323651,0.5391498881431768,0.05334034782885806,11.764705882352942,0.01739850869925435,0.11,0.12427506213753108,118.76926298157453,1402.65,35.69,170.0
5201111,9,0,113,153,9573,22679.559166666666,0.738562091503268,0.575187969924812,0.42209815145216484,33.333333333333336,0.0017758278491590933,0.085,0.004387339392040113,31.381407035175876,539.7166666666667,49.865,116.0
5209331,3,102,210,118,587,22706.6925,1.7796610169491525,0.3597560975609756,0.02585140922659696,65.66666666666667,0.04258943781942078,0.1319796954314721,0.252129471890971,10.413945578231292,392.68333333333334,65.61928934010152,162.0
5227861,10,159,101,94,1719,22868.2125,1.074468085106383,0.48205128205128206,0.07516984547874041,16.583333333333332,0.005235602094240838,0.04522613065326633,0.08551483420593368,79.41826599326599,1111.8666666666666,86.41206030150754,634.0
